Date, Open, High, Low, Close,log(close),sqrt(close),(DJIA)^0.5 Growth Rate,GDP Growth Rate,Unemployment Rate
5/21/21,34121.91,34415.48,34121.91,34207.84,4.534125652,184.9536158,-0.418604255,,
5/20/21,33906.3,34233.4,33872.41,34084.15,4.532552468,184.6189319,-0.422421805,,
5/19/21,33945.81,33945.81,33473.8,33896.04,4.530148963,184.1087722,-0.031814246,,
5/18/21,34351.18,34408.99,34044.1,34060.66,4.532253059,184.5553034,0.584415167,,
5/17/21,34375.29,34383.84,34176.65,34327.79,4.535645845,185.2776025,0.434442998,,
5/14/21,34050.86,34454.05,34050.86,34382.13,4.536332778,185.4241894,-0.414279039,,
5/13/21,33624.74,34181.77,33623.49,34021.45,4.531752819,184.4490445,-1.077412381,,
5/12/21,34206.4,34207.87,33555.22,33587.66,4.526179748,183.2693646,0.335134211,,
5/11/21,34572.74,34572.74,34075.31,34269.16,4.534903459,185.1193129,1.562447485,,
5/10/21,34785.27,35091.56,34741.57,34742.82,4.540865066,186.3942596,0.684324601,,
5/7/21,34578.27,34811.39,34464.31,34777.76,4.541301606,186.4879621,-0.260955449,,
5/6/21,34245.11,34561.29,34185.06,34548.53,4.538429573,185.8723487,-0.736765104,,
5/5/21,34163.99,34331.2,34039.66,34230.34,4.534411213,185.0144319,-0.560541725,,
5/4/21,34080.2,34147.78,33765.68,34133.03,4.533174842,184.7512652,-0.158379992,,
5/3/21,33904.89,34221.06,33904.89,34113.23,4.532922842,184.6976719,-0.35002476,,
4/30/21,33988.75,33988.75,33784.96,33874.85,4.529877381,184.0512157,-0.071590644,,
4/29/21,33855.64,34087.21,33744.28,34060.36,4.532249234,184.5544906,-0.074017325,,6.0
4/28/21,33860.46,33946.6,33805.56,33820.38,4.529178483,183.903181,-0.102235128,,
4/27/21,33932.13,34043.98,33870.46,33984.93,4.53128638,184.3500203,0.218862984,,
4/26/21,34044.23,34148.94,33941.37,33981.57,4.53124344,184.340907,0.079379969,,
4/23/21,33804.52,34157.57,33713.29,34043.49,4.532034076,184.5087803,-0.224953347,,
4/22/21,34109.88,34126.57,33717.19,33815.9,4.529120951,183.8910003,0.127033859,,
4/21/21,33808.3,34160.34,33773.8,34137.31,4.533229296,184.762848,0.007341012,,
4/20/21,34034.18,34034.18,33687.01,33821.3,4.529190297,183.9056823,-0.080787489,,
4/19/21,34182.38,34182.38,33980.56,34077.63,4.532469383,184.601273,0.514274602,,
4/16/21,34058.16,34256.75,34058.16,34200.67,4.534034614,184.9342316,-0.056409048,,
4/15/21,33788.53,34068.73,33788.53,34035.99,4.531938387,184.4884549,-0.63725952,,
4/14/21,33668.95,33911.25,33668.95,33730.89,4.5280278,183.6597125,-0.487388479,,
4/13/21,33721.16,33741.64,33545.84,33677.27,4.527336879,183.513678,0.019749078,,
4/12/21,33775.06,33786.19,33665.54,33745.4,4.52821458,183.6992107,0.167858461,,
4/9/21,33526.19,33810.87,33526.19,33800.6,4.52892441,183.8493949,-0.329703127,,
4/8/21,33469.89,33506.8,33342.64,33503.57,4.525091086,183.0398044,-0.483104062,,
4/7/21,33444.98,33521.76,33347.96,33446.26,4.524347562,182.8831868,-0.100210674,,
4/6/21,33500.02,33544.79,33380.43,33430.24,4.524139494,182.8393831,0.110563885,,
4/5/21,33222.38,33617.95,33222.38,33527.19,4.525397156,183.1043145,-0.379576748,,
4/1/21,33054.58,33167.17,32985.35,33153.21,4.520525585,182.0802296,-0.74804117,,
3/31/21,33116.04,33173.77,32980.57,32981.55,4.518271062,181.6082322,-0.118500193,,6.0
3/30/21,33127.88,33170.93,32988.92,33066.96,4.51939427,181.8432292,0.260929338,,
3/29/21,33087.55,33259,32905.13,33171.37,4.520763409,182.1300909,0.008138515,,
3/26/21,32681.07,33098.83,32681.07,33072.88,4.519472015,181.8595062,-0.760726601,,
3/25/21,32346.81,32672.69,32071.41,32619.48,4.513477033,180.6086377,-0.901896306,,
3/24/21,32470.88,32787.99,32418.15,32420.06,4.510813814,180.0557136,-0.272171797,,
3/23/21,32691.5,32753.77,32356.28,32423.15,4.510855205,180.0642941,0.430973615,,
3/22/21,32601.82,32810.35,32512.53,32731.2,4.514961928,180.9176608,0.283922962,,
3/19/21,32858.36,32858.36,32505.07,32627.97,4.513590054,180.63214,0.18097872,,
3/18/21,32928.16,33227.78,32831.25,32862.3,4.516697956,181.2796183,0.534590428,,
3/17/21,32825.52,33047.58,32782.18,33015.37,4.518716169,181.7013209,-0.050143609,,
3/16/21,32966.75,32966.75,32778.23,32825.95,4.516217304,181.1793311,-0.085220969,,
3/15/21,32798.84,32973.4,32629.75,32953.46,4.517901021,181.5308789,-0.065304163,,
3/12/21,32462.4,32793.32,32462.4,32778.64,4.515590931,181.0487227,-0.646642861,,
3/11/21,32354.5,32661.59,32345.7,32485.59,4.511690759,180.2375932,-0.66750297,,
3/10/21,31906.96,32389.5,31906.96,32297.02,4.509162452,179.7137168,-0.910136703,,
3/9/21,31892.35,32150.32,31822.64,31832.74,4.502874022,178.4173198,-0.690665246,,
3/8/21,31512.15,32148.04,31512.15,31802.44,4.502460442,178.3323863,-0.472675085,,
3/5/21,31029.18,31580.33,30766.81,31496.3,4.498259538,177.4719696,-1.239888776,,
3/4/21,31289.01,31461.97,30547.53,30924.14,4.490297631,175.8526087,-0.319230175,,
3/3/21,31352.96,31563.31,31260.14,31270.09,4.495129131,176.8335093,0.661956704,,
3/2/21,31535.37,31623.27,31377.16,31391.52,4.496812345,177.1765221,0.37444707,,
3/1/21,31065.9,31668.34,31065.9,31535.51,4.498799859,177.5824034,-0.650257343,,
2/26/21,31401.29,31450.89,30911.37,30932.37,4.490413196,175.8760075,-0.188140244,,6.2
2/25/21,31955.94,31984.77,31293.32,31402.01,4.496957448,177.2061229,1.451397208,,
2/24/21,31499.75,32009.64,31421.29,31961.86,4.504632045,178.7788019,0.190730553,,
2/23/21,31501.89,31653.38,31158.76,31537.35,4.498825198,177.587584,-0.617657122,,
2/22/21,31381.12,31653.48,31286.57,31521.69,4.498609494,177.5434876,-0.060596421,,
2/19/21,31504.13,31647.53,31469.34,31494.32,4.498232236,177.4663912,-0.039928777,,
2/18/21,31558.6,31558.6,31285.32,31493.34,4.498218722,177.4636301,0.167057501,,
2/17/21,31485.61,31643.7,31338.76,31613.02,4.499865986,177.8005062,0.041421356,,
2/16/21,31472.08,31608.63,31443.48,31522.75,4.498624098,177.5464728,-0.217673067,,
2/12/21,31420.8,31475.31,31347.8,31458.4,4.49773663,177.3651601,-0.129708712,,
2/11/21,31466.49,31543.82,31244.36,31430.7,4.497354053,177.2870554,-0.029040897,,
2/10/21,31428.02,31511.44,31221.32,31437.8,4.497452147,177.3070783,-0.077408314,,
2/9/21,31359.88,31439.47,31245.86,31375.83,4.496595223,177.1322387,-0.073405916,,
2/8/21,31191.2,31386.1,31191.2,31385.76,4.496732649,177.1602664,-0.321799438,,
2/5/21,31093.81,31252.18,31083.22,31148.24,4.493433512,176.4886399,-0.466768733,,
2/4/21,30737.78,31065.96,30737.78,31055.86,4.49214356,176.226729,-0.603575981,,
2/3/21,30689.65,30793.41,30521.31,30723.6,4.487472102,175.2814879,-0.524152816,,
2/2/21,30276.88,30840.54,30276.88,30687.48,4.486961226,175.1784233,-0.732876066,,
2/1/21,30054.73,30335.91,30014.97,30211.91,4.480178182,173.8157358,-1.01176079,,
1/29/21,30553.91,30553.91,29856.3,29982.62,4.476869581,173.1549017,0.561212368,,6.4
1/28/21,30377.19,30951.41,30377.19,30603.36,4.485769111,174.9381605,0.461577727,,
1/27/21,30893.78,30893.78,30206.91,30303.17,4.481488062,174.0780572,0.475561427,,
1/26/21,30968.55,31121.42,30921.71,30937.04,4.490478759,175.8892834,0.93824119,,
1/25/21,30989.85,30989.85,30564.06,30960,4.490800952,175.9545396,0.085154413,,
1/22/21,31141.56,31141.56,30908.47,30996.98,4.491319383,176.0595922,0.306378185,,
1/21/21,31198.01,31272.22,31120.92,31176.01,4.493820532,176.567296,0.271364716,,
1/20/21,31017.54,31235.98,30997.79,31188.38,4.493992817,176.6023216,-0.348273979,,
1/19/21,30887.42,31086.62,30865.03,30930.52,4.490387221,175.870748,-0.531205812,,
1/15/21,30926.77,30941.98,30612.67,30814.26,4.488751743,175.53991,0.086668697,,
1/14/21,31085.67,31223.78,30982.24,30991.52,4.491242877,176.0440854,0.349949112,,
1/13/21,31084.88,31153.37,30992.05,31060.47,4.492208023,176.2398082,0.109520891,,
1/12/21,31015.01,31114.56,30888.76,31068.69,4.492322942,176.2631272,-0.073481693,,
1/11/21,31015.37,31096.98,30832.06,31008.69,4.491483419,176.0928448,0.041519042,,
1/8/21,31069.58,31140.67,30793.27,31097.97,4.49273204,176.3461653,0.046043211,,
1/7/21,30901.18,31193.4,30897.86,31041.13,4.491937523,176.1849313,-0.381568231,,
1/6/21,30362.78,31022.65,30313.07,30829.4,4.488965073,175.5830288,-0.926531913,,
1/5/21,30204.25,30504.89,30141.78,30391.6,4.482753565,174.3318674,-0.86641733,,
1/4/21,30627.47,30674.28,29881.82,30223.89,4.48035036,173.8501941,0.307605143,,
12/31/20,30417.64,30637.47,30344.5,30606.48,4.485813385,174.9470777,0.266588317,,
12/30/20,30415.09,30525.35,30393.04,30409.56,4.483010136,174.3833708,-0.387848298,-3.404589652,6.7
12/29/20,30492.07,30588.79,30274.24,30335.67,4.481953591,174.1713811,-0.008014321,,
12/28/20,30283.23,30525.56,30283.23,30403.97,4.482930295,174.3673421,-0.19514159,,
12/24/20,30155.92,30209.67,30099.3,30199.87,4.480005073,173.7810979,-0.393939527,,
12/23/20,30046.73,30292.53,30046.73,30129.83,4.478996681,173.5794631,-0.265624726,,
12/22/20,30200.2,30200.2,29992.89,30015.51,4.477345727,173.2498485,0.124666006,,
12/21/20,30159,30304.14,29755.53,30216.45,4.48024344,173.8287951,0.235668088,,
12/18/20,30314.26,30343.59,30029.44,30179.05,4.479705565,173.7211847,0.124918288,,
12/17/20,30216,30323.78,30216,30303.37,4.481490929,174.0786317,-0.035279201,,
12/16/20,30191.38,30236.03,30080.11,30154.54,4.479352708,173.6506263,-0.149572476,,
12/15/20,29919.09,30243.26,29894.95,30199.31,4.47999702,173.7794867,-0.422839206,,
12/14/20,30123.91,30325.79,29849.15,29861.55,4.475112347,172.8049478,-0.220299488,,
12/11/20,29988.21,30071.13,29820.84,30046.37,4.477792011,173.3388877,0.198998351,,
12/10/20,30032.55,30063.87,29876.82,29999.26,4.477110542,173.2029445,0.032358307,,
12/9/20,30229.81,30319.7,29951.85,30068.81,4.478116241,173.4036043,0.251679655,,
12/8/20,29997.95,30246.22,29972.07,30173.88,4.479631159,173.7063039,0.001412877,,
12/7/20,30233.03,30233.03,29967.22,30069.79,4.478130395,173.4064301,0.06384871,,
12/4/20,29989.56,30218.26,29989.56,30218.26,4.480269454,173.8340013,-0.144679942,,
12/3/20,29920.83,30110.88,29877.27,29969.52,4.476679787,173.1170702,-0.482357699,,
12/2/20,29695.09,29902.51,29599.29,29883.79,4.475435676,172.8692859,-0.210518338,,
12/1/20,29797.5,30083.31,29797.5,29823.92,4.474564726,172.6960335,-0.355260971,,
11/30/20,29854.51,29854.51,29463.64,29638.64,4.471858272,172.1587639,0.125057074,,6.7
11/27/20,29911.33,30015.13,29819.98,29910.37,4.475821785,172.9461477,0.33888867,,
11/25/20,30058.87,30058.87,29806.25,29872.47,4.475271134,172.8365413,0.196182528,,
11/24/20,29746.11,30116.51,29746.11,30046.24,4.477790132,173.3385127,-0.407704426,,
11/23/20,29332.82,29667.75,29332.82,29591.27,4.471163605,172.0211324,-1.136397189,,
11/20/20,29437.57,29469.89,29231.2,29263.48,4.466325971,171.0657184,-0.157159174,,
11/19/20,29370.92,29524.9,29228.38,29483.23,4.46957506,171.7068141,0.255281023,,
11/18/20,29875.4,29930.85,29432.84,29438.42,4.468914497,171.5762804,0.435859386,,
11/17/20,29800.15,29872.42,29520.29,29783.35,4.473973545,172.5785328,0.742836906,,
11/16/20,29672.36,29964.29,29672.36,29950.44,4.476403207,173.0619542,-0.440838949,,
11/13/20,29203.9,29559.25,29203.9,29479.81,4.46952468,171.696855,-1.266432898,,
11/12/20,29231.91,29311.83,28902.13,29080.17,4.463596941,170.5290884,-0.119742078,,
11/11/20,29524.35,29593.11,29281.22,29397.63,4.46831232,171.4573708,0.498093339,,
11/10/20,29254.17,29478.86,29126.99,29420.92,4.468656249,171.5252751,-0.35016058,,
11/9/20,29467.9,29933.83,29130.66,29157.97,4.464757285,170.7570496,-1.614850891,,
11/6/20,28399.13,28431.96,28189.5,28323.4,4.452145386,168.2955733,-1.13159609,,
11/5/20,28083.37,28495.05,28083.37,28390.18,4.453168146,168.4938575,-0.709695839,,
11/4/20,27512.83,28301.5,27512.83,27847.66,4.444788708,166.8761816,-1.361420344,,
11/3/20,27138.69,27640.21,27138.69,27480.03,4.439017203,165.7710168,-1.393819236,,
11/2/20,26691.28,27043.48,26691.28,26925.05,4.430156518,164.0885432,-1.48894826,,
10/30/20,26572.27,26639.18,26143.77,26501.6,4.423272095,162.7931202,-0.406183048,,6.9
10/29/20,26480.98,26891.89,26290.78,26659.11,4.425845647,163.2761771,0.028175061,,
10/28/20,27102.14,27102.14,26497.39,26519.95,4.423572701,162.8494704,1.222019476,,
10/27/20,27651.18,27707.69,27457.96,27463.19,4.438750982,165.720216,1.769886035,,
10/26/20,28185.82,28185.82,27370.16,27685.38,4.442250489,166.3892424,1.305755019,,
10/23/20,28409.65,28436.52,28149.82,28335.57,4.452331953,168.3317261,1.012949698,,
10/22/20,28197.42,28421.31,28040.18,28363.66,4.452762271,168.4151418,-0.185478418,,
10/21/20,28270.66,28450.64,28196.39,28210.82,4.45041571,167.9607692,-0.081489945,,
10/20/20,28245.85,28575.03,28243.04,28308.79,4.451921307,168.2521619,-0.022925148,,
10/19/20,28633.55,28711.93,28139.4,28195.42,4.450178568,167.9149189,0.440919091,,
10/16/20,28570.72,28842.9,28570.72,28606.31,4.456461841,169.1340001,0.443666119,,
10/15/20,28323.4,28535.85,28181.54,28494.2,4.454756468,168.8022512,-0.136555319,,
10/14/20,28731.3,28792.56,28461.73,28514,4.455058145,168.8608895,0.274446453,,
10/13/20,28764.95,28808.84,28604.35,28679.81,4.45757627,169.3511441,0.477623186,,
10/12/20,28671.12,28957.9,28659.67,28837.52,4.459957909,169.8161359,-0.137267111,,
10/9/20,28533.61,28676.29,28440.63,28586.9,4.456167062,169.0766099,-0.608735195,,
10/8/20,28348.86,28459.13,28265.56,28425.51,4.453708265,168.5986655,-0.420143987,,
10/7/20,27971.36,28369.66,27971.36,28303.46,4.45183953,168.2363219,-0.973526411,,
10/6/20,28214.24,28354.48,27728.03,27772.76,4.443619041,166.6516127,-0.230378755,,
10/5/20,27825.42,28162.64,27825.42,28148.64,4.449457417,167.7755644,-0.135046624,,
10/2/20,27536.39,27861.43,27382.94,27682.81,4.442210172,166.3815194,-0.495786167,,
10/1/20,27940.63,28041.46,27669.26,27816.9,4.444308729,166.783992,0.148456756,,
9/30/20,27514.64,28026.33,27511.06,27781.7,4.443758817,166.6784329,-0.547774736,,7.9
9/29/20,27560.24,27605.6,27338.09,27452.66,4.438584431,165.6884426,-0.296968175,,
9/28/20,27362.14,27722.6,27362.14,27584.06,4.440658189,166.0844966,-0.421590896,,
9/25/20,26694.51,27239.29,26635.38,27173.96,4.434152932,164.8452608,-1.165145257,,
9/24/20,26716.09,27094.85,26537.01,26815.44,4.428384927,163.7542061,-0.62542689,,
9/23/20,27413.6,27464.46,26716.12,26763.13,4.427536904,163.594407,0.718568773,,
9/22/20,27170.34,27333.09,26989.93,27288.18,4.435974571,165.1913436,0.585592037,,
9/21/20,27484.71,27484.71,26715.15,27147.7,4.433733041,164.7655911,0.556928881,,
9/18/20,27864.87,27946.69,27487.97,27657.42,4.441811665,166.3052014,1.136633343,,
9/17/20,27834.18,28056.79,27647.93,27901.98,4.445635023,167.0388578,0.561764872,,
9/16/20,28031.69,28364.77,28021.67,28032.38,4.447659972,167.4287311,0.13999976,,
9/15/20,28139.76,28231.06,27931.45,27995.6,4.44708978,167.3188573,-0.058328712,,
9/14/20,27718.74,28086.06,27718.74,27993.33,4.447054564,167.3120737,-0.494472076,,
9/11/20,27613.86,27828.82,27448.15,27665.64,4.441940721,166.3299131,-0.688302149,,
9/10/20,28022.51,28174.78,27447.08,27534.58,4.439878456,165.9354694,0.412058819,,
9/9/20,27711.71,28206.21,27704.54,27940.47,4.446233707,167.1540308,-0.050773219,,
9/8/20,27925.23,27925.23,27464.9,27500.89,4.439346749,165.8339229,0.287920677,,
9/4/20,28341.05,28539.75,27664.68,28133.31,4.449220832,167.7298721,1.185253123,,
9/3/20,29090.7,29199.35,28074.76,28292.73,4.451674855,168.2044292,1.429407248,,
9/2/20,28736.79,29162.88,28713.53,29100.5,4.463900451,170.5886866,0.522929421,,
9/1/20,28439.61,28659.26,28290.72,28645.66,4.457058833,169.250288,-0.988278874,,
8/31/20,28643.66,28643.66,28363.55,28430.05,4.453777623,168.6121289,0.012126142,,8.4
8/28/20,28601.29,28733.35,28487.98,28653.87,4.457183286,169.2745403,0.09220273,,
8/27/20,28384.07,28634.22,28363.93,28492.27,4.454727051,168.7965343,-0.476828145,,
8/26/20,28257.88,28353.8,28153.91,28331.92,4.452276007,168.320884,-0.361905985,,
8/25/20,28347.42,28400.74,28094.57,28248.44,4.450994469,168.0727224,-0.034851377,,
8/24/20,28077.58,28314.94,28041.75,28308.46,4.451916244,168.2511813,-0.474512826,,
8/21/20,27758.13,27959.48,27686.78,27930.33,4.446076067,167.1236967,-0.849348527,,
8/20/20,27622.68,27781.46,27526.25,27739.73,4.44310223,166.5524842,-0.355959137,,
8/19/20,27811.26,27920.42,27647.67,27692.88,4.442368124,166.4117784,0.057529555,,
8/18/20,27853.48,27891.12,27668.79,27778.07,4.443702068,166.6675433,0.228081685,,
8/17/20,27970.05,27999.81,27816.4,27844.91,4.444745819,166.8679418,0.22910885,,
8/14/20,27828.93,27977.81,27759.39,27931.02,4.446086796,167.125761,0.077585187,,
8/13/20,27922.51,27986.1,27789.78,27896.72,4.445553143,167.0231122,0.068513112,,
8/12/20,27860.24,28043.89,27843.32,27976.84,4.446798659,167.2627873,-0.314636071,,
8/11/20,27961.64,28154.88,27624.51,27686.91,4.442274489,166.39384,-0.27756948,,
8/10/20,27488.21,27803.86,27488.21,27791.44,4.44391105,166.7076483,-0.381643647,,
8/7/20,27321.68,27456.24,27223.55,27433.48,4.438280902,165.6305527,-0.608763872,,
8/6/20,27170.82,27394.1,27145.25,27386.98,4.437544145,165.4901206,-0.3508598,,
8/5/20,26924.78,27221.67,26924.78,27201.52,4.434593173,164.9288331,-0.848067046,,
8/4/20,26664.61,26832.72,26597.82,26828.47,4.428595906,163.7939865,-0.81822866,,
8/3/20,26542.32,26707.26,26534.38,26664.4,4.425931816,163.2923758,-0.613046475,,
7/31/20,26409.33,26440.02,26013.59,26428.32,4.422069557,162.5678935,-0.538774561,,10.2
7/30/20,26367.42,26374.93,25992.28,26313.65,4.420181094,162.2148267,0.170902702,,
7/29/20,26388.44,26602.45,26375.39,26539.57,4.423893882,162.9096989,0.101083744,,
7/28/20,26529.45,26556.84,26361.71,26379.28,4.421262938,162.4169942,0.069334072,,
7/27/20,26447.67,26625.46,26426.92,26584.77,4.424632907,163.0483671,0.139351681,,
7/24/20,26533.41,26625.7,26402.86,26469.89,4.422752137,162.6956975,0.103523165,,
7/23/20,26955.97,26973.85,26560.04,26652.33,4.425735182,163.2554134,0.819419649,,
7/22/20,26824.56,27035.24,26794.19,27005.84,4.43145769,164.3345368,0.287493361,,
7/21/20,26833.14,27025.38,26766.22,26840.4,4.428788984,163.8304001,-0.4958689,,
7/20/20,26660.29,26765.02,26504.2,26680.87,4.426199987,163.342799,-0.257453943,,
7/17/20,26774.62,26808.43,26619.88,26671.95,4.426054768,163.3154922,0.082361859,,
7/16/20,26746.57,26879.16,26590.01,26734.71,4.427075478,163.5075228,0.302762672,,
7/15/20,27009.81,27071.33,26692.48,26870.1,4.429269283,163.9210176,-0.14097133,,
7/14/20,26044.17,26690.52,25994.98,26642.59,4.425576442,163.2255801,-1.205013614,,
7/13/20,26225.07,26639.09,26044.23,26085.8,4.41640416,161.5109903,-0.873549282,,
7/10/20,25690.35,26101.32,25637.5,26075.3,4.416229314,161.4784815,-0.589900928,,
7/9/20,26094.92,26103.28,25523.51,25706.09,4.410036024,160.3311885,-0.01241747,,
7/8/20,25950.06,26109.49,25816.25,26067.28,4.416095717,161.4536466,0.286534382,,
7/7/20,26172.01,26174.93,25866.58,25890.18,4.41313507,160.9042572,0.339553825,,
7/6/20,25996.08,26297.53,25996.08,26287.03,4.419741521,162.1327542,-0.097663906,,
7/2/20,25936.45,26204.41,25778.12,25827.36,4.412080016,160.7089294,-0.855763736,,
7/1/20,25879.38,26019.31,25713.61,25734.97,4.410523666,160.4212268,-0.022528353,,
6/30/20,25512.43,25905.38,25475.14,25812.88,4.411836462,160.6638727,-0.217176157,,11.0
6/29/20,25152.45,25601.15,25096.16,25595.8,4.408168708,159.9868745,-1.250411973,,
6/26/20,25641.69,25641.69,24971.03,25015.55,4.398210056,158.1630488,0.233740209,,
6/25/20,25365.22,25769.61,25209.79,25745.6,4.410703017,160.4543549,0.677393606,,
6/24/20,25992.96,25992.96,25296.73,25445.94,4.405618499,159.517836,0.637060638,,
6/23/20,26159.39,26314.97,26105.97,26156.1,4.417572989,161.7284762,0.90234904,,
6/22/20,25865.08,26059.81,25667.68,26024.96,4.415390071,161.3225341,-0.441200334,,
6/19/20,26213.1,26451.44,25759.66,25871.46,4.412820938,160.8460755,0.085404721,,
6/18/20,26016.45,26154.2,25848.53,26080.1,4.416309252,161.4933435,0.384774378,,
6/17/20,26330.52,26400.07,26068.41,26119.61,4.416966688,161.6156242,0.32425398,,
6/16/20,26326.68,26611.03,25811.7,26289.98,4.419790256,162.1418515,-0.55327954,,
6/15/20,25270.39,25891.58,24843.18,25763.16,4.410999131,160.5090652,-1.062269956,,
6/12/20,25659.42,25965.55,25078.41,25605.54,4.408333939,160.0173116,-0.995195593,,
6/11/20,26282.51,26294.08,25082.72,25128.17,4.400160862,158.518674,2.134496702,,
6/10/20,27251.89,27355.22,26938.05,26989.99,4.431202724,164.286305,3.312298576,,
6/9/20,27447.37,27447.37,27151.06,27272.3,4.435721766,165.1432711,0.88160286,,
6/8/20,27232.93,27580.21,27232.48,27572.44,4.4404752,166.0495107,-0.244574401,,
6/5/20,26836.8,27338.3,26836.8,27110.98,4.433145217,164.6541223,-1.966412159,,
6/4/20,26226.49,26384.1,26082.31,26281.82,4.419655437,162.1166864,-1.28711731,,
6/3/20,25906.88,26337.75,25906.88,26269.89,4.419458254,162.0798877,-0.8357622,,
6/2/20,25582.52,25743.13,25523.74,25742.65,4.410653252,160.445162,-1.235464031,,
6/1/20,25342.99,25508.83,25220.66,25475.02,4.406114534,159.6089596,-0.56219246,,
5/29/20,25324.15,25482.8,25031.67,25383.11,4.404544832,159.3207771,-0.116588649,,13.2
5/28/20,25697.36,25758.79,25358.73,25400.64,4.404844659,159.3757824,0.258742476,,
5/27/20,25298.63,25551.56,25009.87,25548.27,4.407361497,159.838262,-0.638681818,,
5/26/20,24781.84,25176.42,24781.84,24995.11,4.397855052,158.0984187,-1.712417734,,
5/22/20,24461.98,24481.64,24294.07,24465.16,4.38854806,156.4134265,-0.82817638,,
5/21/20,24564.27,24718.46,24370.88,24474.12,4.388707085,156.442066,0.17679903,,
5/20/20,24455.94,24649.48,24455.94,24575.9,4.390509431,156.7670246,-0.42826339,,
5/19/20,24577.48,24599.5,24202.96,24206.86,4.383938458,155.5855392,0.034231231,,
5/18/20,24059.98,24708.54,24059.98,24597.37,4.390888674,156.8354871,-0.842428457,,
5/15/20,23454.83,23730.08,23354.15,23685.42,4.37448109,153.9006823,-1.565059775,,
5/14/20,23049.06,23630.86,22789.62,23625.34,4.373378067,153.7053675,-0.713916109,,
5/13/20,23702.16,23708.9,23067.64,23247.97,4.366385037,152.47285,0.226463881,,
5/12/20,24292.84,24382.09,23761.58,23764.78,4.375933798,154.1582953,1.580652154,,
5/11/20,24256.45,24366.21,24070.22,24221.99,4.38420982,155.6341543,0.913352005,,
5/8/20,24107.82,24349.9,24107.05,24331.32,4.386165671,155.9849993,-0.5579515,,
5/7/20,23837.21,24094.62,23834.39,23875.89,4.377959569,154.5182513,-1.075921452,,
5/6/20,23978.88,24054.59,23661.14,23664.64,4.374099902,153.8331564,0.011648231,,
5/5/20,23958.88,24169.72,23868.91,23883.09,4.378090515,154.5415478,0.138207518,,
5/4/20,23581.55,23769.56,23361.16,23749.76,4.375659225,154.1095714,-0.258291151,,
5/1/20,24120.78,24120.78,23645.3,23723.69,4.37518224,154.0249655,0.960789663,,
4/30/20,24585.57,24585.57,24186.9,24345.72,4.386422623,156.0311507,1.463405262,,14.7
4/29/20,24490.37,24764.77,24453.99,24633.86,4.391532469,156.951776,-0.39220582,,
4/28/20,24357.17,24512.24,24031.2,24101.55,4.382044973,155.2467391,-0.800634557,,
4/27/20,23866.15,24207.65,23840.61,24133.78,4.382625349,155.3505069,-0.527212056,,
4/24/20,23628.24,23826,23417.68,23775.27,4.376125458,154.192315,-1.001822598,,
4/23/20,23543.09,23885.36,23483.35,23515.26,4.371349785,153.3468617,-0.487052289,,
4/22/20,23437.34,23613.1,23339.6,23475.82,4.370620771,153.2182104,-0.813560046,,
4/21/20,23365.25,23365.25,22941.88,23018.88,4.362084189,151.7197416,0.284392572,,
4/20/20,24095.1,24108.69,23627.19,23650.44,4.373839225,153.7869955,1.990129185,,
4/17/20,23817.15,24264.21,23817.15,24242.49,4.384577225,155.7,-0.183524499,,
4/16/20,23543.66,23598.08,23211.38,23537.68,4.371763654,153.4199466,-1.194357677,,
4/15/20,23600.72,23649.72,23233.32,23504.35,4.371148246,153.3112846,0.668576723,,
4/14/20,23690.57,24040.58,23683.44,23949.76,4.379301166,154.7571,-0.185435707,,
4/13/20,23698.93,23698.93,23095.35,23390.77,4.369044519,152.9404132,-0.373079414,,
4/9/20,23690.66,24008.99,23504.09,23719.37,4.37510315,154.0109412,0.069929913,,
4/8/20,22893.47,23513.4,22682.99,23433.57,4.369838456,153.0802731,-1.749474146,,
4/7/20,23537.44,23617.24,22634.45,22653.86,4.355142212,150.5119929,-1.240750742,,
4/6/20,21693.63,22783.45,21693.63,22679.99,4.355642859,150.5987716,-2.708546449,,
4/3/20,21285.93,21447.81,20863.09,21052.53,4.323304295,145.0949,-2.132726714,,
4/2/20,20819.46,21477.77,20735.02,21413.44,4.330686441,146.3333181,-0.188086394,,
4/1/20,21227.38,21487.24,20784.43,20943.51,4.321049468,144.7187272,0.855567318,,
3/31/20,22208.42,22480.37,21852.08,21917.16,4.340784278,148.0444528,2.352549778,,4.4
3/30/20,21678.22,22378.09,21522.08,22327.48,4.348839709,149.4238267,-0.474996668,,
3/27/20,21898.47,22327.57,21469.27,21636.78,4.335192629,147.0944594,0.374986282,,
3/26/20,21468.38,22595.06,21427.1,22552.17,4.353188337,150.1737993,-0.745186483,,
3/25/20,21050.34,22019.93,20538.34,21200.55,4.326347128,145.6040865,-3.140895598,,
3/24/20,19722.19,20737.7,19649.25,20704.91,4.316073347,143.8920081,-4.625929388,,
3/23/20,19028.36,19121.01,18213.65,18591.93,4.269324476,136.3522277,-2.710933466,,
3/20/20,20253.15,20531.26,19094.27,19173.98,4.28271227,138.4701412,2.688528248,,
3/19/20,19830.01,20442.63,19177.13,20087.19,4.302919187,141.7292842,1.2966953,,
3/18/20,20188.69,20489.33,18917.46,19898.92,4.298829506,141.0635318,2.00061025,,
3/17/20,20487.05,21379.35,19882.26,21237.38,4.327100938,145.7305047,0.511390005,,
